order_id,order_date,day,order_hour,city,chai_type,size,quantity,unit_price,discount_percent,total_amount,payment_method,customer_type,order_mode,weather,temperature_c,customer_rating,prep_time_min,sugar_level,milk_type,repeat_customer
CHAI1308,2026-04-07,Tuesday,9,Ahmedabad,Kulhad Chai,Small,1,35,0,35.0,Cash,Office Worker,Dine-in,Cloudy,28.5,4.0,9.6,Extra,Full Cream,Yes
CHAI1309,2026-01-31,Saturday,19,Indore,Elaichi Chai,Large,1,50,15,42.5,UPI,Local,Delivery,Hot,32.1,4.0,8.3,Extra,No Milk,No
CHAI1310,2026-04-24,Friday,7,Indore,Adrak Chai,Medium,1,35,0,35.0,Cash,Other,Delivery,Cloudy,22.0,4.0,4.3,No Sugar,Full Cream,No
CHAI1311,2026-01-23,Friday,16,Mumbai,Masala Chai,Small,5,25,0,125.0,Cash,Other,Takeaway,Hot,41.4,4.0,11.0,No Sugar,Regular,No
CHAI1312,2026-03-24,Tuesday,8,Kota,Green Tea,Large,3,60,0,180.0,card,Student,Dine-in,Cloudy,27.6,4.0,9.1,Less,Regular,Yes
CHAI1313,2026-05-27,Wednesday,16,Indore,Adrak Chai,Medium,2,35,0,70.0,UPI,Tourist,Dine-in,Hot,36.2,4.0,8.4,Extra,No Milk,Yes
CHAI1314,2026-06-06,Saturday,18,Jaipur,Kesar Chai,Medium,5,55,10,247.5,UPI,Local,Takeaway,Sunny,34.2,5.0,9.5,Normal,Full Cream,Yes
CHAI1315,2026-01-03,Saturday,8,Delhi,Kesar Chai,Medium,1,55,0,55.0,UPI,Other,Takeaway,Sunny,32.2,5.0,8.5,No Sugar,Toned,Yes
CHAI1316,2026-03-26,Thursday,21,Udaipur,Green Tea,Large,1,60,15,51.0,Cash,Office Worker,Takeaway,Cold,16.7,4.0,10.3,No Sugar,Full Cream,No
CHAI1317,2026-05-23,Saturday,12,Ahmedabad,Masala Chai,Small,2,25,5,47.5,UPI,Office Worker,Dine-in,Sunny,35.8,5.0,8.8,Extra,Toned,Yes
CHAI1318,2026-03-20,Friday,10,Delhi,Green Tea,Medium,1,50,0,50.0,UPI,Office Worker,Dine-in,Rainy,23.3,4.0,3.3,Less,Regular,No
CHAI1319,2026-05-10,Sunday,11,Mumbai,Masala Chai,Medium,3,35,0,105.0,UPI,Local,Takeaway,Hot,41.3,5.0,11.8,Less,Toned,Yes
CHAI1320,2026-04-28,Tuesday,20,Jaipur,Kulhad Chai,Medium,2,45,0,90.0,UPI,Student,Takeaway,Hot,33.0,2.0,8.4,Normal,Regular,No
CHAI1321,2026-06-13,Saturday,9,Indore,Kesar Chai,Small,1,45,0,45.0,Cash,Local,Takeaway,Rainy,19.6,5.0,8.0,No Sugar,Toned,No
CHAI1322,2026-05-21,Thursday,21,Indore,Green Tea,Small,4,40,0,160.0,Cash,Office Worker,Dine-in,Hot,36.1,3.0,9.3,No Sugar,Regular,No
CHAI1323,2026-01-14,Wednesday,18,Udaipur,Adrak Chai,Medium,1,35,10,31.5,Cash,Tourist,Dine-in,Cloudy,28.3,3.0,11.3,Extra,Toned,Yes
CHAI1324,2026-06-28,Sunday,11,Udaipur,Chocolate Chai,Small,1,50,0,50.0,UPI,Office Worker,Dine-in,Hot,43.0,5.0,9.0,Normal,No Milk,No
CHAI1325,2026-01-08,Thursday,16,Udaipur,Adrak Chai,Medium,1,35,0,35.0,Card,Tourist,Takeaway,Hot,33.5,5.0,10.2,Normal,Regular,No
CHAI1326,2026-05-17,Sunday,10,Pune,Chocolate Chai,Medium,1,60,5,57.0,Cash,Local,Dine-in,Rainy,26.1,5.0,6.9,Normal,Toned,Yes
CHAI1327,2026-06-19,Friday,8,Udaipur,Adrak Chai,Medium,2,35,0,70.0,UPI,Other,Takeaway,Hot,41.9,,4.3,No Sugar,No Milk,No
CHAI1328,2026-05-07,Thursday,13,Jaipur,Masala Chai,Small,3,25,0,75.0,Cash,Office Worker,Takeaway,Rainy,24.2,4.0,12.3,Normal,Full Cream,No
CHAI1329,2026-03-30,Monday,7,Kota,Adrak Chai,Medium,2,35,0,70.0,Card,Tourist,Dine-in,Hot,32.0,5.0,4.7,Normal,Regular,Yes
CHAI1330,2026-04-21,Tuesday,14,Kota,Kulhad Chai,Medium,2,45,0,90.0,UPI,Other,Dine-in,Cloudy,21.5,5.0,6.9,Extra,Toned,No
CHAI1331,2026-06-21,Sunday,8,Jaipur,Elaichi Chai,Small,1,30,10,27.0,UPI,Local,Takeaway,Cloudy,21.5,5.0,11.0,Extra,Toned,No
CHAI1332,2026-05-11,Monday,14,Ahmedabad,Kulhad Chai,Medium,1,45,0,45.0,UPI,Local,Takeaway,Hot,42.2,4.0,6.7,Normal,Regular,Yes
CHAI1333,2026-05-26,Tuesday,20,Udaipur,Chocolate Chai,Medium,1,60,10,54.0,Wallet,Student,Dine-in,Hot,43.8,4.0,3.7,No Sugar,Toned,No
CHAI1334,2026-06-11,Thursday,14,Indore,Adrak Chai,Medium,2,35,15,59.5,Cash,Tourist,Takeaway,Sunny,29.4,4.0,6.7,Normal,Full Cream,No
CHAI1335,2026-02-12,Thursday,16,Indore,Masala Chai,Medium,2,35,0,70.0,Cash,Other,Dine-in,Cold,9.7,5.0,11.0,No Sugar,Full Cream,No
CHAI1336,2026-01-22,Thursday,7,Indore,Elaichi Chai,Medium,3,40,5,114.0,UPI,Other,Dine-in,Rainy,25.4,5.0,11.1,Extra,Full Cream,Yes
CHAI1337,2026-03-08,Sunday,21,Jaipur,Kesar Chai,Medium,3,55,10,148.5,UPI,Student,Delivery,Hot,41.9,5.0,8.1,Extra,Toned,No
CHAI1338,2026-06-13,Saturday,7,Ahmedabad,Elaichi Chai,Small,2,30,0,60.0,UPI,Tourist,Takeaway,Sunny,26.0,4.0,10.4,Less,No Milk,No
CHAI1339,2026-05-02,Saturday,15,Jaipur,Lemon Tea,Small,3,30,0,90.0,UPI,Local,Dine-in,Rainy,24.8,5.0,10.1,Extra,Full Cream,No
CHAI1340,2026-03-11,Wednesday,19,Kota,Lemon Tea,Large,1,50,0,50.0,UPI,Office Worker,Takeaway,Hot,34.3,5.0,4.6,No Sugar,Regular,Yes
CHAI1341,2026-01-04,Sunday,7,Udaipur,Kulhad Chai,Small,1,35,0,35.0,UPI,Tourist,Dine-in,Sunny,31.4,4.0,11.0,Less,Regular,Yes
CHAI1342,2026-01-23,Friday,17,Mumbai,Elaichi Chai,Medium,2,40,5,76.0,Card,Office Worker,Dine-in,Cold,17.4,5.0,6.2,Extra,Full Cream,No
CHAI1343,2026-02-11,Wednesday,9,Kota,Adrak Chai,Small,1,25,0,25.0,UPI,Student,Dine-in,Rainy,22.4,5.0,8.5,Less,No Milk,Yes
CHAI1344,2026-02-06,Friday,16,Udaipur,Kulhad Chai,Small,2,35,10,63.0,Cash,Student,Dine-in,Sunny,32.7,1.0,8.2,No Sugar,Regular,No
CHAI1345,2026-03-10,Tuesday,20,Jaipur,Elaichi Chai,Medium,3,40,10,108.0,UPI,Local,Takeaway,Cold,15.3,3.0,6.4,Extra,No Milk,Yes
CHAI1346,2026-05-26,Tuesday,8,Jaipur,Green Tea,Small,1,40,10,36.0,Cash,Student,Dine-in,Rainy,26.4,4.0,4.8,No Sugar,No Milk,Yes
CHAI1347,2026-03-18,Wednesday,7,Ahmedabad,Kulhad Chai,Large,2,55,5,104.5,UPI,Local,Takeaway,Cloudy,22.1,4.0,8.1,No Sugar,Full Cream,No
CHAI1348,2026-05-17,Sunday,19,Ahmedabad,Chocolate Chai,Large,1,70,0,70.0,UPI,Student,Dine-in,Cloudy,27.2,5.0,10.8,Less,Toned,Yes
CHAI1349,2026-01-10,Saturday,21,Jaipur,Elaichi Chai,Medium,1,40,10,36.0,UPI,Office Worker,Dine-in,Sunny,27.7,4.0,4.5,No Sugar,Regular,Yes
CHAI1350,2026-05-08,Friday,15,Ahmedabad,Kesar Chai,Small,1,45,10,40.5,Card,Local,Dine-in,Hot,33.6,5.0,9.9,Less,Full Cream,Yes
CHAI1351,2026-01-31,Saturday,7,Ahmedabad,Lemon Tea,Small,1,30,10,27.0,Cash,Local,Dine-in,Hot,33.6,5.0,6.4,Less,Regular,No
CHAI1352,2026-01-21,Wednesday,9,Indore,Masala Chai,Small,4,25,0,100.0,UPI,Local,Takeaway,Cloudy,27.0,4.0,13.5,No Sugar,,No
CHAI1353,2026-06-06,Saturday,15,Ahmedabad,Adrak Chai,Medium,3,35,5,99.75,UPI,Other,Dine-in,Sunny,35.7,5.0,13.3,Less,No Milk,Yes
CHAI1354,2026-03-12,Thursday,7,Udaipur,Masala Chai,Small,3,25,0,75.0,UPI,Office Worker,Takeaway,Sunny,31.7,4.0,7.4,Extra,Regular,Yes
CHAI1355,2026-01-14,Wednesday,16,Delhi,Elaichi Chai,Small,1,30,0,30.0,UPI,Office Worker,Takeaway,Hot,35.9,5.0,5.9,No Sugar,Full Cream,Yes
CHAI1356,2026-01-26,Monday,7,Kota,Kesar Chai,Medium,3,55,0,165.0,Card,Student,Takeaway,Cold,16.9,5.0,8.5,Extra,Full Cream,Yes
CHAI1357,2026-04-28,Tuesday,11,Pune,Kesar Chai,Medium,5,55,10,247.5,UPI,Student,Takeaway,Sunny,25.6,4.0,7.3,Normal,Toned,No
CHAI1358,2026-06-04,Thursday,13,Mumbai,Elaichi Chai,Medium,2,40,0,80.0,Cash,Other,Delivery,Sunny,34.3,5.0,9.0,Extra,Full Cream,Yes
CHAI1359,2026-04-20,Monday,21,Pune,Kesar Chai,Small,1,45,20,36.0,Card,Other,Delivery,Hot,32.1,2.0,7.2,No Sugar,No Milk,No
CHAI1360,2026-05-03,Sunday,12,Jaipur,Adrak Chai,Medium,1,35,5,33.25,Cash,Local,Delivery,Cloudy,23.3,3.0,7.3,Normal,Toned,No
CHAI1361,2026-05-27,Wednesday,17,Mumbai,Masala Chai,Large,1,45,5,42.75,Card,Local,Dine-in,Rainy,,5.0,3.6,Normal,Regular,No
CHAI1362,2026-04-20,Monday,18,Pune,Lemon Tea,Medium,2,40,0,80.0,Cash,Student,Takeaway,Rainy,27.3,5.0,7.0,No Sugar,Regular,No
CHAI1363,2026-04-04,Saturday,9,Mumbai,Chocolate Chai,Medium,1,60,0,60.0,Cash,Student,Takeaway,Cloudy,30.8,3.0,7.3,Less,Toned,No
CHAI1364,2026-04-01,Wednesday,15,Jaipur,Lemon Tea,Medium,1,40,0,40.0,UPI,Tourist,Takeaway,Hot,42.0,4.0,10.4,Normal,No Milk,No
CHAI1365,2026-06-22,Monday,8,Delhi,Adrak Chai,Small,3,25,0,75.0,UPI,Office Worker,Dine-in,Sunny,26.0,3.0,5.8,Less,Regular,No
CHAI1366,2026-04-17,Friday,20,Jaipur,Elaichi Chai,Medium,1,40,5,38.0,UPI,Student,Dine-in,Cloudy,30.4,4.0,6.1,Normal,No Milk,No
CHAI1367,2026-04-28,Tuesday,11,Indore,Lemon Tea,Medium,3,40,0,120.0,UPI,Tourist,Dine-in,Rainy,25.7,4.0,8.5,Less,Toned,No
CHAI1368,2026-02-16,Monday,16,Mumbai,Elaichi Chai,Large,2,50,0,100.0,UPI,Student,Dine-in,Rainy,19.3,3.0,8.8,No Sugar,Full Cream,No
CHAI1369,2026-02-07,Saturday,19,Indore,Green Tea,Medium,5,50,0,250.0,UPI,Student,Dine-in,Cold,9.5,4.0,5.8,Normal,Full Cream,No
CHAI1370,2026-03-16,Monday,9,Udaipur,Elaichi Chai,Medium,2,40,0,80.0,UPI,Student,Takeaway,Sunny,32.1,2.0,9.3,Less,No Milk,No
CHAI1371,2026-01-24,Saturday,15,Pune,Green Tea,Small,2,40,5,76.0,Cash,Tourist,Dine-in,Sunny,34.2,5.0,12.5,Extra,Toned,No
CHAI1372,2026-03-23,Monday,7,Mumbai,Masala Chai,Large,1,45,0,45.0,Cash,Local,Dine-in,Rainy,20.8,5.0,10.9,No Sugar,Toned,No
CHAI1373,2026-04-17,Friday,16,Kota,Chocolate Chai,Small,3,50,0,150.0,Cash,Local,Dine-in,Hot,33.0,4.0,12.2,Normal,Regular,No
CHAI1374,2026-01-23,Friday,10,Kota,Masala Chai,Medium,4,35,0,140.0,UPI,Local,Takeaway,Cloudy,22.0,4.0,5.5,Normal,Full Cream,No
CHAI1375,2026-05-24,Sunday,13,Mumbai,Chocolate Chai,Small,3,50,15,127.5,UPI,Local,Dine-in,Rainy,19.8,5.0,4.7,Normal,No Milk,Yes
CHAI1376,2026-06-03,Wednesday,12,Indore,Green Tea,Medium,2,50,0,100.0,Cash,Local,Delivery,Sunny,30.2,5.0,5.2,No Sugar,Toned,No
CHAI1377,2026-04-29,Wednesday,15,Ahmedabad,Elaichi Chai,Medium,1,40,0,40.0,UPI,Tourist,Dine-in,Rainy,24.4,3.0,8.7,No Sugar,Toned,No
CHAI1378,2026-03-22,Sunday,7,Ahmedabad,Lemon Tea,Small,2,30,0,60.0,UPI,Other,Dine-in,Cloudy,21.5,5.0,7.4,Less,Regular,Yes
CHAI1379,2026-02-09,Monday,21,Delhi,Kesar Chai,Large,3,65,0,195.0,UPI,Student,Dine-in,Cloudy,20.2,5.0,5.7,Extra,Full Cream,Yes
CHAI1380,2026-03-19,Thursday,9,Mumbai,Masala Chai,Medium,1,35,20,28.0,Card,Office Worker,Takeaway,Rainy,20.1,4.0,9.9,No Sugar,Regular,Yes
CHAI1381,2026-05-04,Monday,17,Jaipur,Kulhad Chai,Small,1,35,0,35.0,UPI,Tourist,Dine-in,Rainy,18.1,3.0,8.4,Less,Toned,No
CHAI1382,2026-01-08,Thursday,19,Indore,Adrak Chai,Small,2,25,0,50.0,Card,Tourist,Dine-in,Hot,40.7,4.0,4.6,No Sugar,Toned,Yes
CHAI1383,2026-03-14,Saturday,12,Delhi,Elaichi Chai,Large,2,50,0,100.0,Card,Other,Delivery,Cold,15.0,5.0,4.7,Normal,No Milk,No
CHAI1384,2026-02-24,Tuesday,19,Ahmedabad,Kesar Chai,Medium,2,55,0,110.0,UPI,Student,Takeaway,Cold,11.6,5.0,4.4,Extra,Regular,No
CHAI1385,2026-03-14,Saturday,10,Udaipur,Chocolate Chai,Medium,1,60,15,51.0,UPI,Local,Dine-in,Cold,16.6,5.0,11.5,Normal,Toned,Yes
CHAI1386,2026-06-22,Monday,8,Delhi,Chocolate Chai,Medium,1,60,15,51.0,UPI,Local,Dine-in,Hot,40.9,3.0,42.0,Less,Full Cream,Yes
CHAI1387,2026-06-02,Tuesday,12,Udaipur,Kulhad Chai,Small,3,35,5,99.75,UPI,Other,Takeaway,Cold,12.8,4.0,8.8,Normal,Toned,No
CHAI1388,2026-01-28,Wednesday,17,Mumbai,Adrak Chai,Small,2,25,0,50.0,UPI,Student,Delivery,Cold,8.3,4.0,6.6,Normal,Regular,Yes
CHAI1389,2026-06-19,Friday,15,Udaipur,Chocolate Chai,Medium,1,60,10,54.0,UPI,Tourist,Takeaway,Hot,32.2,5.0,10.9,No Sugar,No Milk,No
CHAI1390,2026-03-22,Sunday,14,Mumbai,Kulhad Chai,Medium,1,45,0,45.0,Cash,Tourist,Delivery,Cloudy,24.7,4.0,9.9,Extra,No Milk,No
CHAI1391,2026-05-24,Sunday,19,Udaipur,Elaichi Chai,Medium,1,40,0,40.0,Cash,Local,Takeaway,Rainy,27.8,2.0,3.4,Normal,Full Cream,Yes
CHAI1392,2026-06-10,Wednesday,10,Ahmedabad,Green Tea,Medium,1,50,5,47.5,UPI,Student,Takeaway,Cloudy,27.1,5.0,3.6,Normal,Regular,No
CHAI1393,2026-02-13,Friday,16,Kota,Masala Chai,Medium,1,35,0,35.0,Cash,Local,Dine-in,Cold,8.2,4.0,5.9,No Sugar,No Milk,Yes
CHAI1394,2026-06-26,Friday,10,Ahmedabad,Kesar Chai,Small,2,45,10,81.0,UPI,Tourist,Dine-in,Cold,13.0,5.0,11.3,Less,Full Cream,
CHAI1395,2026-01-13,Tuesday,8,Pune,Lemon Tea,Large,1,50,0,50.0,Cash,Student,Takeaway,Hot,39.1,4.0,7.8,Extra,Toned,No
CHAI1396,2026-01-20,Tuesday,14,Ahmedabad,Lemon Tea,Medium,1,40,0,40.0,UPI,Local,Dine-in,Hot,40.1,5.0,8.7,Less,No Milk,Yes
CHAI1397,2026-06-19,Friday,14,Kota,Chocolate Chai,Small,2,50,0,100.0,Card,Student,Takeaway,Rainy,19.5,5.0,6.4,Extra,No Milk,No
CHAI1398,2026-01-17,Saturday,13,Indore,Kesar Chai,Large,1,65,0,65.0,Cash,Tourist,Takeaway,Cloudy,22.6,2.0,10.2,Normal,No Milk,No
CHAI1399,2026-05-24,Sunday,17,Pune,Kulhad Chai,Medium,3,45,5,128.25,UPI,Office Worker,Dine-in,Rainy,23.5,2.0,10.9,No Sugar,Regular,Yes
CHAI1400,2026-03-22,Sunday,10,Kota,Lemon Tea,Large,3,50,10,135.0,Card,Student,Dine-in,Cloudy,21.2,5.0,9.1,Normal,No Milk,Yes
CHAI1401,2026-03-02,Monday,9,Kota,Adrak Chai,Medium,1,35,0,35.0,Card,Office Worker,Delivery,Cloudy,21.2,4.0,6.7,No Sugar,No Milk,No
CHAI1402,2026-06-29,Monday,20,Pune,Adrak Chai,Small,1,25,5,23.75,Wallet,Office Worker,Dine-in,Rainy,21.1,5.0,3.3,No Sugar,Toned,No
CHAI1403,2026-05-22,Friday,20,Ahmedabad,Kulhad Chai,Small,4,35,0,140.0,Card,Student,Takeaway,Cloudy,24.9,5.0,13.4,Normal,Full Cream,Yes
CHAI1404,2026-03-02,Monday,20,Udaipur,Lemon Tea,Small,3,30,10,81.0,Cash,Local,Takeaway,Rainy,18.8,4.0,11.0,Normal,No Milk,Yes
CHAI1405,2026-02-11,Wednesday,17,Ahmedabad,Lemon Tea,Medium,1,40,5,38.0,UPI,Student,Takeaway,Cloudy,24.9,1.0,4.8,Normal,Full Cream,Yes
CHAI1406,2026-01-29,Thursday,14,Mumbai,Elaichi Chai,Small,2,30,10,54.0,Card,Local,Takeaway,Rainy,22.8,4.0,9.9,Normal,Full Cream,Yes
CHAI1407,2026-01-22,Thursday,21,Kota,Kulhad Chai,Medium,1,45,5,42.75,Card,Other,Dine-in,Sunny,30.7,4.0,3.8,Extra,Toned,No
CHAI1408,2026-06-29,Monday,8,Indore,Elaichi Chai,Small,2,30,0,60.0,UPI,Tourist,Dine-in,Hot,32.2,5.0,12.1,Extra,Regular,Yes
CHAI1409,2026-02-22,Sunday,20,Indore,Kesar Chai,Large,3,65,0,195.0,UPI,Local,Dine-in,Cold,10.1,5.0,10.9,Less,No Milk,Yes
CHAI1410,2026-04-15,Wednesday,8,Pune,Elaichi Chai,Small,5,30,0,150.0,Cash,Office Worker,Dine-in,Cold,8.1,4.0,12.0,Less,No Milk,No
CHAI1411,2026-06-02,Tuesday,16,Jaipur,Lemon Tea,Small,2,30,20,48.0,UPI,Office Worker,Takeaway,Rainy,27.4,4.0,10.4,No Sugar,Regular,No
CHAI1412,2026-05-10,Sunday,11,Ahmedabad,Kulhad Chai,Small,1,35,0,35.0,UPI,Other,Dine-in,Cloudy,21.9,4.0,7.2,No Sugar,Full Cream,No
CHAI1413,2026-02-06,Friday,11,Mumbai,Lemon Tea,Small,1,30,0,30.0,UPI,Tourist,Takeaway,Cold,17.0,5.0,11.3,Normal,No Milk,Yes
CHAI1414,2026-03-22,Sunday,7,Udaipur,Chocolate Chai,Medium,1,60,0,60.0,UPI,Office Worker,Dine-in,Cloudy,25.2,4.0,4.0,Extra,Regular,No
CHAI1415,2026-04-02,Thursday,9,Mumbai,Chocolate Chai,Medium,1,60,10,54.0,UPI,Student,Dine-in,Rainy,26.3,5.0,8.1,Less,Regular,Yes
CHAI1416,2026-04-17,Friday,13,Delhi,Adrak Chai,Small,2,25,15,42.5,Card,Student,Dine-in,Sunny,28.5,3.0,6.6,No Sugar,Regular,No
CHAI1417,2026-06-18,Thursday,12,Jaipur,Chocolate Chai,Medium,4,60,20,192.0,UPI,Student,Takeaway,Cold,17.5,5.0,12.3,Less,Toned,Yes
CHAI1418,2026-06-14,Sunday,11,Delhi,Lemon Tea,Small,1,30,20,24.0,Cash,Other,Dine-in,Cold,9.8,5.0,3.8,Less,Toned,No
CHAI1419,2026-04-14,Tuesday,21,Mumbai,Lemon Tea,Medium,4,40,0,160.0,UPI,Local,Takeaway,Rainy,24.8,5.0,12.6,Less,No Milk,No
CHAI1420,2026-04-10,Friday,17,Delhi,Chocolate Chai,Small,2,50,0,100.0,Cash,Tourist,Takeaway,Cold,12.3,4.0,7.9,Less,Toned,No
CHAI1421,2026-05-15,Friday,20,Udaipur,Adrak Chai,Small,1,25,0,25.0,UPI,Office Worker,Takeaway,Rainy,20.5,4.0,8.0,No Sugar,Regular,No
CHAI1422,2026-04-16,Thursday,7,Indore,Adrak Chai,Medium,2,35,5,66.5,UPI,Other,Dine-in,Hot,33.4,3.0,5.3,Extra,Regular,Yes
CHAI1423,2026-04-17,Friday,10,Udaipur,Lemon Tea,Small,2,30,10,54.0,Cash,Tourist,Dine-in,Cloudy,22.0,4.0,11.5,No Sugar,No Milk,Yes
CHAI1424,2026-01-02,Friday,18,Udaipur,Kulhad Chai,Small,1,35,5,33.25,UPI,Local,Delivery,Hot,37.8,5.0,6.2,Extra,Full Cream,Yes
CHAI1425,2026-02-02,Monday,14,Jaipur,Elaichi Chai,Small,1,30,5,28.5,Cash,Office Worker,Delivery,Cloudy,27.1,4.0,8.6,Less,Regular,No
CHAI1426,2026-04-29,Wednesday,7,Mumbai,Elaichi Chai,Medium,1,40,5,38.0,Card,Local,Delivery,Cold,16.6,4.0,8.1,Extra,Regular,No
CHAI1427,2026-01-03,Saturday,11,Kota,Adrak Chai,Medium,2,35,0,70.0,Card,Other,Takeaway,Hot,32.4,4.0,10.2,Extra,Toned,Yes
CHAI1428,2026-05-16,Saturday,14,Delhi,Masala Chai,Medium,1,35,5,33.25,UPI,Local,Delivery,Sunny,31.5,4.0,6.9,Less,Full Cream,Yes
CHAI1429,2026-05-01,Friday,18,Ahmedabad,Green Tea,Medium,2,50,20,80.0,Card,Local,Dine-in,Rainy,25.1,,9.8,Normal,No Milk,Yes
CHAI1430,2026-06-09,Tuesday,8,Udaipur,Kesar Chai,Small,2,45,15,76.5,UPI,Office Worker,Dine-in,Cold,15.9,4.0,5.8,No Sugar,,No
CHAI1431,2026-03-08,Sunday,10,Jaipur,Green Tea,Medium,1,50,0,50.0,Card,Tourist,Takeaway,Hot,33.4,4.0,6.1,Normal,Regular,No
CHAI1432,2026-02-08,Sunday,16,Udaipur,Adrak Chai,Medium,4,35,15,119.0,Cash,Student,Delivery,Hot,41.4,5.0,5.5,No Sugar,Toned,Yes
CHAI1433,2026-02-22,Sunday,9,Udaipur,Green Tea,Small,1,40,0,40.0,Cash,Local,Takeaway,Sunny,31.8,3.0,10.6,Extra,No Milk,Yes
CHAI1434,2026-03-04,Wednesday,9,Delhi,Chocolate Chai,Small,2,50,0,100.0,UPI,Local,Dine-in,Cloudy,28.3,5.0,4.9,Extra,No Milk,No
CHAI1435,2026-04-28,Tuesday,12,Jaipur,Green Tea,Large,1,60,20,48.0,Cash,Other,Delivery,Sunny,27.8,3.0,3.6,No Sugar,Toned,Yes
CHAI1436,2026-06-11,Thursday,20,Indore,Lemon Tea,Medium,3,40,0,120.0,Cash,Tourist,Delivery,Sunny,27.4,5.0,10.7,Extra,Toned,No
CHAI1437,2026-06-28,Sunday,12,Kota,Green Tea,Large,3,60,5,171.0,Cash,Tourist,Dine-in,Hot,36.7,5.0,9.1,Normal,Toned,Yes
CHAI1438,2026-05-11,Monday,20,Mumbai,Lemon Tea,Medium,2,40,10,72.0,UPI,Other,Takeaway,Cloudy,28.5,5.0,4.7,No Sugar,Full Cream,No
CHAI1439,2026-06-10,Wednesday,12,Delhi,Green Tea,Small,2,40,10,72.0,UPI,Other,Takeaway,Cold,,5.0,8.8,Less,Full Cream,No
CHAI1440,2026-03-14,Saturday,14,Pune,Elaichi Chai,Medium,2,40,5,76.0,UPI,Other,Takeaway,Rainy,19.0,5.0,4.4,No Sugar,No Milk,Yes
CHAI1441,2026-05-02,Saturday,16,Kota,Kesar Chai,Medium,1,55,0,55.0,Cash,Other,Takeaway,Rainy,23.0,4.0,11.4,Extra,No Milk,Yes
CHAI1442,2026-02-06,Friday,15,Delhi,Elaichi Chai,Medium,1,40,20,32.0,Cash,Local,Takeaway,Cloudy,24.1,4.0,6.7,No Sugar,Full Cream,No
CHAI1443,2026-01-11,Sunday,9,Ahmedabad,Elaichi Chai,Small,1,30,0,30.0,UPI,Local,Dine-in,Cloudy,28.6,5.0,5.7,Normal,Toned,Yes
CHAI1444,2026-05-06,Wednesday,21,Jaipur,Masala Chai,Small,1,25,0,25.0,UPI,Other,Dine-in,Cold,11.4,5.0,10.5,Less,Toned,No
CHAI1445,2026-04-26,Sunday,21,Delhi,Chocolate Chai,Small,15,50,0,100.0,Cash,Other,Dine-in,Cloudy,24.3,5.0,11.7,Normal,Regular,Yes
CHAI1446,2026-01-07,Wednesday,16,Delhi,Lemon Tea,Medium,1,40,10,36.0,UPI,Other,Takeaway,Sunny,30.3,4.0,3.2,Less,Regular,No
CHAI1447,2026-02-22,Sunday,16,Udaipur,Kesar Chai,Large,3,65,10,175.5,UPI,Other,Takeaway,Cold,8.4,2.0,8.3,Extra,Regular,No
CHAI1448,2026-04-08,Wednesday,9,Mumbai,Lemon Tea,Small,5,30,0,150.0,UPI,Office Worker,Dine-in,Sunny,27.7,3.0,11.3,Normal,Toned,Yes
CHAI1449,2026-01-15,Thursday,7,Kota,Lemon Tea,Medium,1,40,10,36.0,Card,Tourist,Dine-in,Sunny,26.4,4.0,7.4,Extra,Regular,No
CHAI1450,2026-01-16,Friday,11,Udaipur,Green Tea,Medium,1,50,5,47.5,UPI,Office Worker,Delivery,Sunny,30.6,3.0,9.9,Less,Full Cream,No
CHAI1451,2026-04-25,Saturday,13,Mumbai,Adrak Chai,Large,2,45,0,90.0,UPI,Office Worker,Takeaway,Hot,43.5,2.0,11.0,Normal,Toned,Yes
CHAI1452,2026-01-16,Friday,11,Kota,Chocolate Chai,Small,1,50,10,45.0,Wallet,Office Worker,Takeaway,Hot,32.5,4.0,5.7,Extra,Regular,Yes
CHAI1453,2026-05-23,Saturday,11,Ahmedabad,Lemon Tea,Large,1,50,20,40.0,Card,Tourist,Takeaway,Cold,10.5,4.0,7.1,Normal,Regular,Yes
CHAI1454,2026-06-15,Monday,19,Jaipur,Masala Chai,Medium,1,35,0,35.0,Cash,Local,Takeaway,Cold,11.9,5.0,8.9,No Sugar,No Milk,Yes
CHAI1455,2026-04-01,Wednesday,21,Mumbai,Kulhad Chai,Large,1,55,0,55.0,Card,Student,Dine-in,Rainy,19.9,5.0,9.8,Normal,Toned,Yes
CHAI1456,2026-06-07,Sunday,10,Udaipur,Lemon Tea,Large,1,50,20,40.0,Wallet,Student,Dine-in,Hot,32.1,5.0,4.0,Normal,No Milk,Yes
CHAI1457,2026-05-22,Friday,11,Mumbai,Kesar Chai,Medium,2,55,10,99.0,UPI,Office Worker,Takeaway,Cloudy,30.3,5.0,10.3,Normal,Toned,
CHAI1458,2026-06-27,Saturday,13,Jaipur,Lemon Tea,Medium,3,40,0,120.0,Card,Student,Delivery,Rainy,26.4,3.0,9.1,Extra,Full Cream,Yes
CHAI1459,2026-02-27,Friday,21,Udaipur,Masala Chai,Small,1,25,0,25.0,UPI,Local,Dine-in,Sunny,30.9,5.0,11.8,Extra,Regular,Yes
CHAI1460,2026-02-20,Friday,19,Delhi,Elaichi Chai,Small,1,30,0,30.0,UPI,Local,Takeaway,Hot,39.5,4.0,4.0,Less,Full Cream,Yes
CHAI1461,2026-03-27,Friday,7,Udaipur,Kesar Chai,Large,2,65,0,130.0,Cash,Local,Takeaway,Sunny,35.0,5.0,9.9,Less,Regular,No
